,date,cancelledOn,createdOn
1206,2019-12-16,2019-12-14,2019-12-04
1207,2019-12-17,2019-12-14,2019-12-04
1208,2019-12-18,2019-12-14,2019-12-04
1209,2019-12-19,2019-12-14,2019-12-04
1210,2019-12-18,2019-12-10,2019-11-27
1211,2019-12-18,2019-12-15,2019-12-03
1212,2019-12-18,2019-12-15,2019-12-03
1213,2019-12-18,2019-12-15,2019-12-03
1214,2019-12-18,2019-12-17,2019-11-22
1215,2019-12-19,2019-12-12,2019-12-05
1216,2019-12-20,2019-12-12,2019-12-05
1217,2019-12-21,2019-12-12,2019-12-05
1218,2019-12-19,2019-12-16,2019-11-07
1219,2019-12-19,2019-12-16,2019-11-07
1220,2019-12-20,2019-09-05,2019-08-27
1221,2019-12-21,2019-09-05,2019-08-27
1222,2019-12-20,2019-11-17,2019-11-13
1223,2019-12-21,2019-11-17,2019-11-13
1224,2019-12-22,2019-11-17,2019-11-13
1225,2019-12-23,2019-11-17,2019-11-13
1226,2019-12-24,2019-11-17,2019-11-13
1227,2019-12-20,2019-11-17,2019-11-13
1228,2019-12-21,2019-11-17,2019-11-13
1229,2019-12-22,2019-11-17,2019-11-13
1230,2019-12-23,2019-11-17,2019-11-13
1231,2019-12-24,2019-11-17,2019-11-13
1232,2019-12-20,2019-11-17,2019-11-13
1233,2019-12-21,2019-11-17,2019-11-13
1234,2019-12-22,2019-11-17,2019-11-13
1235,2019-12-23,2019-11-17,2019-11-13
1236,2019-12-24,2019-11-17,2019-11-13
1237,2019-12-20,2019-11-17,2019-11-13
1238,2019-12-21,2019-11-17,2019-11-13
1239,2019-12-22,2019-11-17,2019-11-13
1240,2019-12-23,2019-11-17,2019-11-13
1241,2019-12-24,2019-11-17,2019-11-13
1242,2019-12-20,2019-12-15,2019-12-01
1243,2019-12-21,2019-08-11,2019-08-04
1244,2019-12-22,2019-08-11,2019-08-04
1245,2019-12-23,2019-08-11,2019-08-04
1246,2019-12-24,2019-08-11,2019-08-04
1247,2019-12-25,2019-08-11,2019-08-04
1248,2019-12-26,2019-08-11,2019-08-04
1249,2019-12-27,2019-08-11,2019-08-04
1250,2019-12-21,2019-10-14,2019-06-09
1251,2019-12-22,2019-10-14,2019-06-09
1252,2019-12-23,2019-10-14,2019-06-09
1253,2019-12-24,2019-10-14,2019-06-09
1254,2019-12-25,2019-10-14,2019-06-09
1255,2019-12-26,2019-10-14,2019-06-09
1256,2019-12-27,2019-10-14,2019-06-09
1257,2019-12-28,2019-10-14,2019-06-09
1258,2019-12-21,2019-09-15,2019-09-08
1259,2019-12-22,2019-09-15,2019-09-08
1260,2019-12-23,2019-09-15,2019-09-08
1261,2019-12-24,2019-09-15,2019-09-08
1262,2019-12-25,2019-09-15,2019-09-08
1263,2019-12-26,2019-09-15,2019-09-08
1264,2019-12-27,2019-09-15,2019-09-08
1265,2019-12-21,2019-09-15,2019-09-08
1266,2019-12-22,2019-09-15,2019-09-08
1267,2019-12-23,2019-09-15,2019-09-08
1268,2019-12-24,2019-09-15,2019-09-08
1269,2019-12-25,2019-09-15,2019-09-08
1270,2019-12-26,2019-09-15,2019-09-08
1271,2019-12-27,2019-09-15,2019-09-08
1272,2019-12-21,2019-09-15,2019-09-08
1273,2019-12-22,2019-09-15,2019-09-08
1274,2019-12-23,2019-09-15,2019-09-08
1275,2019-12-24,2019-09-15,2019-09-08
1276,2019-12-25,2019-09-15,2019-09-08
1277,2019-12-26,2019-09-15,2019-09-08
1278,2019-12-27,2019-09-15,2019-09-08
1279,2019-12-21,2019-10-20,2019-10-13
1280,2019-12-22,2019-10-20,2019-10-13
1281,2019-12-23,2019-10-20,2019-10-13
1282,2019-12-24,2019-10-20,2019-10-13
1283,2019-12-25,2019-10-20,2019-10-13
1284,2019-12-26,2019-10-20,2019-10-13
1285,2019-12-27,2019-10-20,2019-10-13
1286,2019-12-28,2019-10-20,2019-10-13
1287,2019-12-29,2019-10-20,2019-10-13
1288,2019-12-30,2019-10-20,2019-10-13
1289,2019-12-31,2019-10-20,2019-10-13
1290,2020-01-01,2019-10-20,2019-10-13
1291,2020-01-02,2019-10-20,2019-10-13
1292,2020-01-03,2019-10-20,2019-10-13
1293,2019-12-21,2019-10-25,2019-10-18
1294,2019-12-22,2019-10-25,2019-10-18
1295,2019-12-23,2019-10-25,2019-10-18
1296,2019-12-24,2019-10-25,2019-10-18
1297,2019-12-25,2019-10-25,2019-10-18
1298,2019-12-26,2019-10-25,2019-10-18
1299,2019-12-27,2019-10-25,2019-10-18
1300,2019-12-21,2019-10-25,2019-10-18
1301,2019-12-22,2019-10-25,2019-10-18
1302,2019-12-23,2019-10-25,2019-10-18
1303,2019-12-24,2019-10-25,2019-10-18
1304,2019-12-25,2019-10-25,2019-10-18
1305,2019-12-26,2019-10-25,2019-10-18
1306,2019-12-27,2019-10-25,2019-10-18
1307,2019-12-21,2019-11-05,2019-10-27
1308,2019-12-22,2019-11-05,2019-10-27
1309,2019-12-23,2019-11-05,2019-10-27
1310,2019-12-24,2019-11-05,2019-10-27
1311,2019-12-25,2019-11-05,2019-10-27
1312,2019-12-26,2019-11-05,2019-10-27
1313,2019-12-27,2019-11-05,2019-10-27
1314,2019-12-28,2019-11-05,2019-10-27
1315,2019-12-29,2019-11-05,2019-10-27
1316,2019-12-21,2019-11-08,2019-10-31
1317,2019-12-21,2019-11-08,2019-10-31
1318,2019-12-21,2019-11-08,2019-10-31
1319,2019-12-21,2019-11-16,2019-11-08
1320,2019-12-22,2019-11-16,2019-11-08
1321,2019-12-23,2019-11-16,2019-11-08
1322,2019-12-21,2019-11-21,2019-11-14
1323,2019-12-22,2019-11-21,2019-11-14
1324,2019-12-23,2019-11-21,2019-11-14
1325,2019-12-24,2019-11-21,2019-11-14
1326,2019-12-25,2019-11-21,2019-11-14
1327,2019-12-26,2019-11-21,2019-11-14
1328,2019-12-21,2019-11-21,2019-11-13
1329,2019-12-22,2019-11-21,2019-11-13
1330,2019-12-21,2019-11-21,2019-11-13
1331,2019-12-22,2019-11-21,2019-11-13
1332,2019-12-21,2019-11-21,2019-11-13
1333,2019-12-22,2019-11-21,2019-11-13
1334,2019-12-21,2019-11-21,2019-11-13
1335,2019-12-22,2019-11-21,2019-11-13
1336,2019-12-21,2019-11-21,2019-11-13
1337,2019-12-22,2019-11-21,2019-11-13
1338,2019-12-21,2019-11-21,2019-11-13
1339,2019-12-22,2019-11-21,2019-11-13
1340,2019-12-21,2019-11-21,2019-11-13
1341,2019-12-22,2019-11-21,2019-11-13
1342,2019-12-21,2019-11-21,2019-11-13
1343,2019-12-22,2019-11-21,2019-11-13
1344,2019-12-21,2019-11-21,2019-11-13
1345,2019-12-22,2019-11-21,2019-11-13
1346,2019-12-21,2019-12-02,2019-11-24
1347,2019-12-22,2019-12-02,2019-11-24
1348,2019-12-23,2019-12-02,2019-11-24
1349,2019-12-24,2019-12-02,2019-11-24
1350,2019-12-25,2019-12-02,2019-11-24
1351,2019-12-26,2019-12-02,2019-11-24
1352,2019-12-27,2019-12-02,2019-11-24
1353,2019-12-21,2019-12-02,2019-11-24
1354,2019-12-22,2019-12-02,2019-11-24
1355,2019-12-23,2019-12-02,2019-11-24
1356,2019-12-24,2019-12-02,2019-11-24
1357,2019-12-25,2019-12-02,2019-11-24
1358,2019-12-26,2019-12-02,2019-11-24
1359,2019-12-27,2019-12-02,2019-11-24
1360,2019-12-21,2019-12-16,2019-12-12
1361,2019-12-21,2019-12-19,2019-04-12
1362,2019-12-22,2019-12-19,2019-04-12
1363,2019-12-23,2019-12-19,2019-04-12
1364,2019-12-24,2019-12-19,2019-04-12
1365,2019-12-25,2019-12-19,2019-04-12
1366,2019-12-26,2019-12-19,2019-04-12
1367,2019-12-27,2019-12-19,2019-04-12
1368,2019-12-22,2019-09-11,2019-09-03
1369,2019-12-23,2019-09-11,2019-09-03
1370,2019-12-24,2019-09-11,2019-09-03
1371,2019-12-22,2019-12-03,2019-10-11
1372,2019-12-23,2019-12-03,2019-10-11
1373,2019-12-24,2019-12-03,2019-10-11
1374,2019-12-22,2019-11-21,2019-11-13
1375,2019-12-23,2019-11-21,2019-11-13
1376,2019-12-24,2019-11-21,2019-11-13
1377,2019-12-22,2019-11-21,2019-11-13
1378,2019-12-23,2019-11-21,2019-11-13
1379,2019-12-24,2019-11-21,2019-11-13
1380,2019-12-23,2019-08-19,2019-08-13
1381,2019-12-24,2019-08-19,2019-08-13
1382,2019-12-25,2019-08-19,2019-08-13
1383,2019-12-26,2019-08-19,2019-08-13
1384,2019-12-27,2019-08-19,2019-08-13
1385,2019-12-28,2019-08-19,2019-08-13
1386,2019-12-29,2019-08-19,2019-08-13
1387,2019-12-30,2019-08-19,2019-08-13
1388,2019-12-31,2019-08-19,2019-08-13
1389,2020-01-01,2019-08-19,2019-08-13
1390,2020-01-02,2019-08-19,2019-08-13
1391,2020-01-03,2019-08-19,2019-08-13
1392,2020-01-04,2019-08-19,2019-08-13
1393,2020-01-05,2019-08-19,2019-08-13
1394,2020-01-06,2019-08-19,2019-08-13
1395,2019-12-23,2019-09-29,2019-09-16
1396,2019-12-24,2019-09-29,2019-09-16
1397,2019-12-25,2019-09-29,2019-09-16
1398,2019-12-26,2019-09-29,2019-09-16
1399,2019-12-27,2019-09-29,2019-09-16
1400,2019-12-28,2019-09-29,2019-09-16
1401,2019-12-29,2019-09-29,2019-09-16
1402,2019-12-30,2019-09-29,2019-09-16
1403,2019-12-31,2019-09-29,2019-09-16
1404,2020-01-01,2019-09-29,2019-09-16
1405,2019-12-23,2019-12-02,2019-11-24
1406,2019-12-24,2019-12-02,2019-11-24
1407,2019-12-25,2019-12-02,2019-11-24
1408,2019-12-26,2019-12-02,2019-11-24
1409,2019-12-23,2019-12-23,2019-11-26
1410,2019-12-24,2019-11-29,2019-11-22
1411,2019-12-25,2019-11-29,2019-11-22
1412,2019-12-26,2019-11-29,2019-11-22
1413,2019-12-27,2019-11-29,2019-11-22
1414,2019-12-24,2019-11-29,2019-11-22
1415,2019-12-25,2019-11-29,2019-11-22
1416,2019-12-26,2019-11-29,2019-11-22
1417,2019-12-27,2019-11-29,2019-11-22
1418,2019-12-25,2019-10-20,2019-10-13
1419,2019-12-26,2019-10-20,2019-10-13
1420,2019-12-27,2019-10-20,2019-10-13
1421,2019-12-28,2019-10-20,2019-10-13
1422,2019-12-26,2019-08-11,2019-07-27
1423,2019-12-27,2019-08-11,2019-07-27
1424,2019-12-28,2019-08-11,2019-07-27
1425,2019-12-29,2019-08-11,2019-07-27
1426,2019-12-30,2019-08-11,2019-07-27
1427,2019-12-31,2019-08-11,2019-07-27
1428,2020-01-01,2019-08-11,2019-07-27
1429,2019-12-27,2019-08-20,2019-08-11
1430,2019-12-28,2019-08-20,2019-08-11
1431,2019-12-29,2019-08-20,2019-08-11
1432,2019-12-30,2019-08-20,2019-08-11
1433,2019-12-31,2019-08-20,2019-08-11
1434,2020-01-01,2019-08-20,2019-08-11
1435,2020-01-02,2019-08-20,2019-08-11
1436,2019-12-27,2019-08-20,2019-08-11
1437,2019-12-28,2019-08-20,2019-08-11
1438,2019-12-29,2019-08-20,2019-08-11
1439,2019-12-30,2019-08-20,2019-08-11
1440,2019-12-31,2019-08-20,2019-08-11
1441,2020-01-01,2019-08-20,2019-08-11
1442,2020-01-02,2019-08-20,2019-08-11
1443,2019-12-27,2019-10-18,2019-10-11
1444,2019-12-28,2019-10-18,2019-10-11
1445,2019-12-29,2019-10-18,2019-10-11
1446,2019-12-27,2019-11-06,2019-11-03
1447,2019-12-28,2019-11-06,2019-11-03
1448,2019-12-29,2019-11-06,2019-11-03
1449,2019-12-30,2019-11-06,2019-11-03
1450,2019-12-31,2019-11-06,2019-11-03
1451,2020-01-01,2019-11-06,2019-11-03
1452,2020-01-02,2019-11-06,2019-11-03
1453,2019-12-27,2019-12-19,2019-12-11
1454,2019-12-28,2019-12-19,2019-12-11
1455,2019-12-29,2019-12-19,2019-12-11
1456,2019-12-30,2019-12-19,2019-12-11
1457,2019-12-27,2019-12-26,2019-12-17
1458,2019-12-28,2019-10-24,2019-04-11
1459,2019-12-29,2019-10-24,2019-04-11
1460,2019-12-30,2019-10-24,2019-04-11
1461,2019-12-31,2019-10-24,2019-04-11
1462,2020-01-01,2019-10-24,2019-04-11
1463,2020-01-02,2019-10-24,2019-04-11
1464,2020-01-03,2019-10-24,2019-04-11
1465,2019-12-28,2019-08-11,2019-07-27
1466,2019-12-29,2019-08-11,2019-07-27
1467,2019-12-30,2019-08-11,2019-07-27
1468,2019-12-31,2019-08-11,2019-07-27
1469,2020-01-01,2019-08-11,2019-07-27
1470,2020-01-02,2019-08-11,2019-07-27
1471,2020-01-03,2019-08-11,2019-07-27
1472,2019-12-28,2019-08-11,2019-07-27
1473,2019-12-29,2019-08-11,2019-07-27
1474,2019-12-30,2019-08-11,2019-07-27
1475,2019-12-31,2019-08-11,2019-07-27
1476,2020-01-01,2019-08-11,2019-07-27
1477,2020-01-02,2019-08-11,2019-07-27
1478,2020-01-03,2019-08-11,2019-07-27
1479,2019-12-28,2019-08-26,2019-08-18
1480,2019-12-29,2019-08-26,2019-08-18
1481,2019-12-30,2019-08-26,2019-08-18
1482,2019-12-31,2019-08-26,2019-08-18
1483,2020-01-01,2019-08-26,2019-08-18
1484,2020-01-02,2019-08-26,2019-08-18
1485,2020-01-03,2019-08-26,2019-08-18
1486,2019-12-28,2019-08-29,2019-08-22
1487,2019-12-29,2019-08-29,2019-08-22
1488,2019-12-30,2019-08-29,2019-08-22
1489,2019-12-31,2019-08-29,2019-08-22
1490,2020-01-01,2019-08-29,2019-08-22
1491,2020-01-02,2019-08-29,2019-08-22
1492,2020-01-03,2019-08-29,2019-08-22
1493,2019-12-28,2019-08-29,2019-08-22
1494,2019-12-29,2019-08-29,2019-08-22
1495,2019-12-30,2019-08-29,2019-08-22
1496,2019-12-31,2019-08-29,2019-08-22
1497,2020-01-01,2019-08-29,2019-08-22
1498,2020-01-02,2019-08-29,2019-08-22
1499,2020-01-03,2019-08-29,2019-08-22
1500,2019-12-28,2019-08-29,2019-08-22
1501,2019-12-29,2019-08-29,2019-08-22
1502,2019-12-30,2019-08-29,2019-08-22
1503,2019-12-31,2019-08-29,2019-08-22
1504,2020-01-01,2019-08-29,2019-08-22
1505,2020-01-02,2019-08-29,2019-08-22
1506,2020-01-03,2019-08-29,2019-08-22
1507,2019-12-28,2019-08-29,2019-08-22
1508,2019-12-29,2019-08-29,2019-08-22
1509,2019-12-30,2019-08-29,2019-08-22
1510,2019-12-31,2019-08-29,2019-08-22
1511,2020-01-01,2019-08-29,2019-08-22
1512,2020-01-02,2019-08-29,2019-08-22
1513,2020-01-03,2019-08-29,2019-08-22
1514,2019-12-28,2019-08-29,2019-08-22
1515,2019-12-29,2019-08-29,2019-08-22
1516,2019-12-30,2019-08-29,2019-08-22
1517,2019-12-31,2019-08-29,2019-08-22
1518,2020-01-01,2019-08-29,2019-08-22
1519,2020-01-02,2019-08-29,2019-08-22
1520,2020-01-03,2019-08-29,2019-08-22
1521,2019-12-28,2019-08-29,2019-08-22
1522,2019-12-29,2019-08-29,2019-08-22
1523,2019-12-30,2019-08-29,2019-08-22
1524,2019-12-31,2019-08-29,2019-08-22
1525,2020-01-01,2019-08-29,2019-08-22
1526,2020-01-02,2019-08-29,2019-08-22
1527,2020-01-03,2019-08-29,2019-08-22
1528,2019-12-28,2019-08-29,2019-08-22
1529,2019-12-29,2019-08-29,2019-08-22
1530,2019-12-30,2019-08-29,2019-08-22
1531,2019-12-31,2019-08-29,2019-08-22
1532,2020-01-01,2019-08-29,2019-08-22
1533,2020-01-02,2019-08-29,2019-08-22
1534,2020-01-03,2019-08-29,2019-08-22
1535,2019-12-28,2019-08-29,2019-08-22
1536,2019-12-29,2019-08-29,2019-08-22
1537,2019-12-30,2019-08-29,2019-08-22
1538,2019-12-31,2019-08-29,2019-08-22
1539,2020-01-01,2019-08-29,2019-08-22
1540,2020-01-02,2019-08-29,2019-08-22
1541,2020-01-03,2019-08-29,2019-08-22
1542,2019-12-28,2019-09-16,2019-09-08
1543,2019-12-29,2019-09-16,2019-09-08
1544,2019-12-30,2019-09-16,2019-09-08
1545,2019-12-31,2019-09-16,2019-09-08
1546,2020-01-01,2019-09-16,2019-09-08
1547,2020-01-02,2019-09-16,2019-09-08
1548,2020-01-03,2019-09-16,2019-09-08
1549,2019-12-28,2019-11-01,2019-10-24
1550,2019-12-29,2019-11-01,2019-10-24
1551,2019-12-30,2019-11-01,2019-10-24
1552,2019-12-31,2019-11-01,2019-10-24
1553,2020-01-01,2019-11-01,2019-10-24
1554,2019-12-28,2019-11-01,2019-10-24
1555,2019-12-29,2019-11-01,2019-10-24
1556,2019-12-30,2019-11-01,2019-10-24
1557,2019-12-31,2019-11-01,2019-10-24
1558,2020-01-01,2019-11-01,2019-10-24
1559,2019-12-28,2019-10-29,2019-10-26
1560,2019-12-29,2019-10-29,2019-10-26
1561,2019-12-30,2019-10-29,2019-10-26
1562,2019-12-31,2019-10-29,2019-10-26
1563,2020-01-01,2019-10-29,2019-10-26
1564,2020-01-02,2019-10-29,2019-10-26
1565,2020-01-03,2019-10-29,2019-10-26
1566,2020-01-04,2019-10-29,2019-10-26
1567,2019-12-29,2019-10-24,2018-10-08
1568,2019-12-30,2019-10-24,2018-10-08
1569,2019-12-31,2019-10-24,2018-10-08
1570,2020-01-01,2019-10-24,2018-10-08
1571,2019-12-29,2019-10-24,2018-10-08
1572,2019-12-30,2019-10-24,2018-10-08
1573,2019-12-31,2019-10-24,2018-10-08
1574,2020-01-01,2019-10-24,2018-10-08
1575,2019-12-29,2019-10-24,2018-10-08
1576,2019-12-30,2019-10-24,2018-10-08
1577,2019-12-31,2019-10-24,2018-10-08
1578,2020-01-01,2019-10-24,2018-10-08
1579,2019-12-29,2019-10-24,2018-10-08
1580,2019-12-30,2019-10-24,2018-10-08
1581,2019-12-31,2019-10-24,2018-10-08
1582,2020-01-01,2019-10-24,2018-10-08
1583,2019-12-29,2019-10-24,2018-10-08
1584,2019-12-30,2019-10-24,2018-10-08
1585,2019-12-31,2019-10-24,2018-10-08
1586,2020-01-01,2019-10-24,2018-10-08
1587,2019-12-29,2019-11-26,2019-11-02
1588,2019-12-30,2019-11-26,2019-11-02
1589,2019-12-31,2019-11-26,2019-11-02
1590,2020-01-01,2019-11-26,2019-11-02
1591,2020-01-02,2019-11-26,2019-11-02
1592,2019-12-29,2019-12-23,2019-11-04
1593,2019-12-30,2019-12-23,2019-11-04
1594,2019-12-31,2019-12-23,2019-11-04
1595,2020-01-01,2019-12-23,2019-11-04
1596,2019-12-29,2019-12-28,2019-12-26
1597,2019-12-30,2019-11-06,2019-10-13
1598,2019-12-31,2019-11-06,2019-10-13
1599,2020-01-01,2019-11-06,2019-10-13
1600,2020-01-02,2019-11-06,2019-10-13
1601,2020-01-03,2019-11-06,2019-10-13
1602,2020-01-04,2019-11-06,2019-10-13
1603,2020-01-05,2019-11-06,2019-10-13
1604,2019-12-31,2019-10-05,2019-10-01
1605,2020-01-01,2019-10-05,2019-10-01
1606,2020-01-02,2019-10-05,2019-10-01
1607,2020-01-01,2019-12-13,2019-11-28
1608,2020-01-02,2019-10-02,2019-02-11
1609,2020-01-03,2019-10-02,2019-02-11
1610,2020-01-04,2019-10-02,2019-02-11
1611,2020-01-02,2019-11-13,2019-10-05
1612,2020-01-03,2019-11-13,2019-10-05
1613,2020-01-04,2019-11-13,2019-10-05
1614,2020-01-05,2019-11-13,2019-10-05
1615,2020-01-06,2019-11-13,2019-10-05
1616,2020-01-02,2019-10-26,2019-01-02
1617,2020-01-03,2019-10-26,2019-01-02
1618,2020-01-04,2019-10-26,2019-01-02
1619,2020-01-05,2019-10-26,2019-01-02
1620,2020-01-06,2019-10-26,2019-01-02
1621,2020-01-02,2019-10-26,2019-01-02
1622,2020-01-03,2019-10-26,2019-01-02
1623,2020-01-04,2019-10-26,2019-01-02
1624,2020-01-05,2019-10-26,2019-01-02
1625,2020-01-06,2019-10-26,2019-01-02
1626,2020-01-02,2019-12-30,2019-09-28
1627,2020-01-03,2019-12-30,2019-09-28
1628,2020-01-04,2019-12-30,2019-09-28
1629,2020-01-02,2019-11-27,2019-02-17
1630,2020-01-03,2019-11-27,2019-02-17
1631,2020-01-04,2019-11-27,2019-02-17
1632,2020-01-05,2019-11-27,2019-02-17
1633,2020-01-06,2019-11-27,2019-02-17
1634,2020-01-07,2019-11-27,2019-02-17
1635,2020-01-08,2019-11-27,2019-02-17
1636,2020-01-09,2019-11-27,2019-02-17
1637,2020-01-10,2019-11-27,2019-02-17
1638,2020-01-03,2019-11-12,2019-11-06
1639,2020-01-04,2019-11-12,2019-11-06
1640,2020-01-05,2019-11-12,2019-11-06
1641,2020-01-03,2020-01-01,2019-12-19
1642,2020-01-03,2019-11-27,2019-02-17
1643,2020-01-04,2019-11-27,2019-02-17
1644,2020-01-05,2019-11-27,2019-02-17
1645,2020-01-06,2019-11-27,2019-02-17
1646,2020-01-07,2019-11-27,2019-02-17
1647,2020-01-08,2019-11-27,2019-02-17
1648,2020-01-09,2019-11-27,2019-02-17
1649,2020-01-10,2019-11-27,2019-02-17
1650,2020-01-11,2019-11-27,2019-02-17
1651,2020-01-04,2019-08-31,2019-04-04
1652,2020-01-05,2019-08-31,2019-04-04
1653,2020-01-04,2019-08-21,2019-04-04
1654,2020-01-05,2019-08-21,2019-04-04
1655,2020-01-04,2019-08-21,2019-04-04
1656,2020-01-05,2019-08-21,2019-04-04
1657,2020-01-04,2019-08-28,2019-08-21
1658,2020-01-04,2019-08-28,2019-08-21
1659,2020-01-04,2019-08-28,2019-08-21
1660,2020-01-04,2019-08-31,2019-08-21
1661,2020-01-05,2019-08-31,2019-08-21
1662,2020-01-04,2019-08-31,2019-08-28
1663,2020-01-05,2019-08-31,2019-08-28
1664,2020-01-04,2019-09-12,2019-04-04
1665,2020-01-05,2019-09-12,2019-04-04
1666,2020-01-06,2019-09-12,2019-04-04
1667,2020-01-07,2019-09-12,2019-04-04
1668,2020-01-08,2019-09-12,2019-04-04
1669,2020-01-09,2019-09-12,2019-04-04
1670,2020-01-10,2019-09-12,2019-04-04
1671,2020-01-04,2019-09-12,2019-04-04
1672,2020-01-05,2019-09-12,2019-04-04
1673,2020-01-06,2019-09-12,2019-04-04
1674,2020-01-07,2019-09-12,2019-04-04
1675,2020-01-08,2019-09-12,2019-04-04
1676,2020-01-09,2019-09-12,2019-04-04
1677,2020-01-10,2019-09-12,2019-04-04
1678,2020-01-04,2019-09-12,2019-04-04
1679,2020-01-05,2019-09-12,2019-04-04
1680,2020-01-06,2019-09-12,2019-04-04
1681,2020-01-07,2019-09-12,2019-04-04
1682,2020-01-08,2019-09-12,2019-04-04
1683,2020-01-09,2019-09-12,2019-04-04
1684,2020-01-10,2019-09-12,2019-04-04
1685,2020-01-04,2019-09-12,2019-04-04
1686,2020-01-05,2019-09-12,2019-04-04
1687,2020-01-06,2019-09-12,2019-04-04
1688,2020-01-07,2019-09-12,2019-04-04
1689,2020-01-08,2019-09-12,2019-04-04
1690,2020-01-09,2019-09-12,2019-04-04
1691,2020-01-10,2019-09-12,2019-04-04
1692,2020-01-04,2019-09-12,2019-04-04
1693,2020-01-05,2019-09-12,2019-04-04
1694,2020-01-06,2019-09-12,2019-04-04
1695,2020-01-07,2019-09-12,2019-04-04
1696,2020-01-08,2019-09-12,2019-04-04
1697,2020-01-09,2019-09-12,2019-04-04
1698,2020-01-10,2019-09-12,2019-04-04
1699,2020-01-04,2019-09-12,2019-04-04
1700,2020-01-05,2019-09-12,2019-04-04
1701,2020-01-06,2019-09-12,2019-04-04
1702,2020-01-07,2019-09-12,2019-04-04
1703,2020-01-08,2019-09-12,2019-04-04
1704,2020-01-09,2019-09-12,2019-04-04
1705,2020-01-10,2019-09-12,2019-04-04
1706,2020-01-04,2019-09-12,2019-04-04
1707,2020-01-05,2019-09-12,2019-04-04
1708,2020-01-06,2019-09-12,2019-04-04
1709,2020-01-07,2019-09-12,2019-04-04
1710,2020-01-08,2019-09-12,2019-04-04
1711,2020-01-09,2019-09-12,2019-04-04
1712,2020-01-10,2019-09-12,2019-04-04
1713,2020-01-04,2019-09-12,2019-04-04
1714,2020-01-05,2019-09-12,2019-04-04
1715,2020-01-06,2019-09-12,2019-04-04
1716,2020-01-07,2019-09-12,2019-04-04
1717,2020-01-08,2019-09-12,2019-04-04
1718,2020-01-09,2019-09-12,2019-04-04
1719,2020-01-10,2019-09-12,2019-04-04
1720,2020-01-04,2019-10-30,2019-04-11
1721,2020-01-05,2019-10-30,2019-04-11
1722,2020-01-06,2019-10-30,2019-04-11
1723,2020-01-07,2019-10-30,2019-04-11
1724,2020-01-08,2019-10-30,2019-04-11
1725,2020-01-09,2019-10-30,2019-04-11
1726,2020-01-10,2019-10-30,2019-04-11
1727,2020-01-04,2019-11-29,2019-11-21
1728,2020-01-05,2019-11-29,2019-11-21
1729,2020-01-06,2019-11-29,2019-11-21
1730,2020-01-07,2019-11-29,2019-11-21
1731,2020-01-08,2019-11-29,2019-11-21
1732,2020-01-09,2019-11-29,2019-11-21
1733,2020-01-10,2019-11-29,2019-11-21
1734,2020-01-11,2019-11-29,2019-11-21
1735,2020-01-12,2019-11-29,2019-11-21
1736,2020-01-13,2019-11-29,2019-11-21
1737,2020-01-04,2019-12-19,2019-12-09
1738,2020-01-05,2019-12-19,2019-12-09
1739,2020-01-04,2019-12-19,2019-12-09
1740,2020-01-05,2019-12-19,2019-12-09
1741,2020-01-04,2019-12-19,2019-12-09
1742,2020-01-05,2019-12-19,2019-12-09
1743,2020-01-04,2019-12-19,2019-12-09
1744,2020-01-05,2019-12-19,2019-12-09
1745,2020-01-04,2020-01-01,2019-04-11
1746,2020-01-05,2020-01-01,2019-04-11
1747,2020-01-06,2020-01-01,2019-04-11
1748,2020-01-07,2020-01-01,2019-04-11
1749,2020-01-08,2020-01-01,2019-04-11
1750,2020-01-09,2020-01-01,2019-04-11
1751,2020-01-10,2020-01-01,2019-04-11
1752,2020-01-04,2020-01-01,2019-04-11
1753,2020-01-05,2020-01-01,2019-04-11
1754,2020-01-06,2020-01-01,2019-04-11
1755,2020-01-07,2020-01-01,2019-04-11
1756,2020-01-08,2020-01-01,2019-04-11
1757,2020-01-09,2020-01-01,2019-04-11
1758,2020-01-10,2020-01-01,2019-04-11
1759,2020-01-04,2020-01-04,2019-12-30
1760,2020-01-05,2019-09-12,2019-08-30
1761,2020-01-05,2019-09-12,2019-08-30
1762,2020-01-05,2019-09-12,2019-08-30
1763,2020-01-05,2019-09-21,2019-09-10
1764,2020-01-06,2019-09-21,2019-09-10
1765,2020-01-07,2019-09-21,2019-09-10
1766,2020-01-08,2019-09-21,2019-09-10
1767,2020-01-05,2019-09-21,2019-09-10
1768,2020-01-06,2019-09-21,2019-09-10
1769,2020-01-07,2019-09-21,2019-09-10
1770,2020-01-08,2019-09-21,2019-09-10
1771,2020-01-05,2019-09-21,2019-09-10
1772,2020-01-06,2019-09-21,2019-09-10
1773,2020-01-07,2019-09-21,2019-09-10
1774,2020-01-08,2019-09-21,2019-09-10
1775,2020-01-05,2019-10-16,2019-09-28
1776,2020-01-05,2019-12-01,2019-10-24
1777,2020-01-06,2019-12-01,2019-10-24
1778,2020-01-07,2019-12-01,2019-10-24
1779,2020-01-08,2019-12-01,2019-10-24
1780,2020-01-05,2019-12-01,2019-10-24
1781,2020-01-06,2019-12-01,2019-10-24
1782,2020-01-07,2019-12-01,2019-10-24
1783,2020-01-08,2019-12-01,2019-10-24
1784,2020-01-05,2019-12-01,2019-10-24
1785,2020-01-06,2019-12-01,2019-10-24
1786,2020-01-07,2019-12-01,2019-10-24
1787,2020-01-08,2019-12-01,2019-10-24
